jurisdiccion,objeto_causa,circunscripcion,despacho_judicial,codigoResolucionDespacho,tipo_resolucion,cantidad_actuaciones,coordinates
Penal,Soborno,PRESIDENTE HAYES,JUZGADO PENAL DE SENTENCIA Nº 1 - VILLA HAYES,593020,Auto Interlocutorio,1,"(-23.5, -58.0)"
Penal,Uso de documentos públicos de contenido falso,PRESIDENTE HAYES,JUZGADO PENAL DE SENTENCIA Nº 1 - VILLA HAYES,593021,Auto Interlocutorio,1,"(-23.5, -58.0)"
Penal,Robo agravado,CORDILLERA,JUZGADO PENAL DE SENTENCIA Nº 2 - CAACUPE ,593022,Sentencia Definitiva,1,"(-25.0667, -57.25)"
Penal,Calumnia,PRESIDENTE HAYES,JUZGADO PENAL DE SENTENCIA Nº 2 - VILLA HAYES,593023,Sentencia Definitiva,1,"(-23.5, -58.0)"
Penal,Homicidio culposo,PRESIDENTE HAYES,JUZGADO PENAL DE SENTENCIA Nº 2 - VILLA HAYES,593024,Sentencia Definitiva,1,"(-23.5, -58.0)"
Penal,Homicidio Doloso,PRESIDENTE HAYES,JUZGADO PENAL DE SENTENCIA Nº 2 - VILLA HAYES,593025,Sentencia Definitiva,1,"(-23.5, -58.0)"
Penal,Injuria,PRESIDENTE HAYES,JUZGADO PENAL DE SENTENCIA Nº 2 - VILLA HAYES,593026,Sentencia Definitiva,1,"(-23.5, -58.0)"
Penal,Ley 1881/2002 que modifica Ley 1340,PRESIDENTE HAYES,JUZGADO PENAL DE SENTENCIA Nº 2 - VILLA HAYES,593027,Sentencia Definitiva,1,"(-23.5, -58.0)"
Penal,Abuso sexual en niños - inducción,CORDILLERA,JUZGADO PENAL DE SENTENCIA Nº 3 - CAACUPE,593028,Sentencia Definitiva,1,"(-25.0667, -57.25)"
Penal,Calumnia,CORDILLERA,JUZGADO PENAL DE SENTENCIA Nº 3 - CAACUPE,593029,Auto Interlocutorio,1,"(-25.0667, -57.25)"
Penal,Difamación,CORDILLERA,JUZGADO PENAL DE SENTENCIA Nº 3 - CAACUPE,593030,Auto Interlocutorio,1,"(-25.0667, -57.25)"
Penal,Homicidio Doloso,CORDILLERA,JUZGADO PENAL DE SENTENCIA Nº 3 - CAACUPE,593031,Sentencia Definitiva,1,"(-25.0667, -57.25)"
Penal,Hurto Agravado,CORDILLERA,JUZGADO PENAL DE SENTENCIA Nº 3 - CAACUPE,593032,Auto Interlocutorio,1,"(-25.0667, -57.25)"
Penal,Injuria,CORDILLERA,JUZGADO PENAL DE SENTENCIA Nº 3 - CAACUPE,593033,Auto Interlocutorio,1,"(-25.0667, -57.25)"
Penal,Robo agravado,CORDILLERA,JUZGADO PENAL DE SENTENCIA Nº 3 - CAACUPE,593034,Auto Interlocutorio,1,"(-25.0667, -57.25)"
Penal,Robo agravado,CORDILLERA,JUZGADO PENAL DE SENTENCIA Nº 3 - CAACUPE,593035,Sentencia Definitiva,1,"(-25.0667, -57.25)"
Penal,Apropiación,PRESIDENTE HAYES,JUZGADO PENAL DE SENTENCIA Nº 3 - VILLA HAYES,593036,Auto Interlocutorio,1,"(-23.5, -58.0)"
Penal,Calumnia,PRESIDENTE HAYES,JUZGADO PENAL DE SENTENCIA Nº 3 - VILLA HAYES,593037,Sentencia Definitiva,1,"(-23.5, -58.0)"
Penal,Coacción Sexual Sexual y violacion,PRESIDENTE HAYES,JUZGADO PENAL DE SENTENCIA Nº 3 - VILLA HAYES,593038,Sentencia Definitiva,1,"(-23.5, -58.0)"
Penal,Difamación,PRESIDENTE HAYES,JUZGADO PENAL DE SENTENCIA Nº 3 - VILLA HAYES,593039,Sentencia Definitiva,1,"(-23.5, -58.0)"
Penal,Estafa,PRESIDENTE HAYES,JUZGADO PENAL DE SENTENCIA Nº 3 - VILLA HAYES,593040,Sentencia Definitiva,1,"(-23.5, -58.0)"
Penal,Lesión,PRESIDENTE HAYES,JUZGADO PENAL DE SENTENCIA Nº 3 - VILLA HAYES,593041,Auto Interlocutorio,1,"(-23.5, -58.0)"
Penal,Producción de documentos no auténticos,PRESIDENTE HAYES,JUZGADO PENAL DE SENTENCIA Nº 3 - VILLA HAYES,593042,Auto Interlocutorio,1,"(-23.5, -58.0)"
Penal,Reducción,PRESIDENTE HAYES,JUZGADO PENAL DE SENTENCIA Nº 3 - VILLA HAYES,593043,Sentencia Definitiva,1,"(-23.5, -58.0)"
Penal,Robo agravado,PRESIDENTE HAYES,JUZGADO PENAL DE SENTENCIA Nº 3 - VILLA HAYES,593044,Auto Interlocutorio,1,"(-23.5, -58.0)"
Penal,Robo agravado,PRESIDENTE HAYES,JUZGADO PENAL DE SENTENCIA Nº 3 - VILLA HAYES,593045,Sentencia Definitiva,1,"(-23.5, -58.0)"
Penal,Contrabando (Ley 2422 - Código Aduanero) (Delitos Econ.),PRESIDENTE HAYES,JUZGADO PENAL DE SENTENCIA Nº 4 - VILLA HAYES,593046,Sentencia Definitiva,1,"(-23.5, -58.0)"
Penal,Exposición a peligro del tránsito terrestre,PRESIDENTE HAYES,JUZGADO PENAL DE SENTENCIA Nº 4 - VILLA HAYES,593047,Sentencia Definitiva,1,"(-23.5, -58.0)"
Penal,Homicidio Doloso,PRESIDENTE HAYES,JUZGADO PENAL DE SENTENCIA Nº 4 - VILLA HAYES,593048,Sentencia Definitiva,1,"(-23.5, -58.0)"
Penal,Hurto Agravado,PRESIDENTE HAYES,JUZGADO PENAL DE SENTENCIA Nº 4 - VILLA HAYES,593049,Sentencia Definitiva,1,"(-23.5, -58.0)"
Penal,Injuria,PRESIDENTE HAYES,JUZGADO PENAL DE SENTENCIA Nº 4 - VILLA HAYES,593050,Auto Interlocutorio,1,"(-23.5, -58.0)"
Penal,Resistencia,PRESIDENTE HAYES,JUZGADO PENAL DE SENTENCIA Nº 4 - VILLA HAYES,593051,Sentencia Definitiva,1,"(-23.5, -58.0)"
Penal,Amenaza,PRESIDENTE HAYES,JUZGADO PENAL DE SENTENCIA Nº 5 - VILLA HAYES,593052,Sentencia Definitiva,1,"(-23.5, -58.0)"
Penal,Calumnia,PRESIDENTE HAYES,JUZGADO PENAL DE SENTENCIA Nº 5 - VILLA HAYES,593053,Sentencia Definitiva,1,"(-23.5, -58.0)"
Penal,Difamación,PRESIDENTE HAYES,JUZGADO PENAL DE SENTENCIA Nº 5 - VILLA HAYES,593054,Sentencia Definitiva,1,"(-23.5, -58.0)"
Penal,Homicidio Doloso,PRESIDENTE HAYES,JUZGADO PENAL DE SENTENCIA Nº 5 - VILLA HAYES,593055,Sentencia Definitiva,2,"(-23.5, -58.0)"
Penal,Injuria,PRESIDENTE HAYES,JUZGADO PENAL DE SENTENCIA Nº 5 - VILLA HAYES,593056,Sentencia Definitiva,1,"(-23.5, -58.0)"
Penal,Violación de domicilio,PRESIDENTE HAYES,JUZGADO PENAL DE SENTENCIA Nº 5 - VILLA HAYES,593057,Auto Interlocutorio,1,"(-23.5, -58.0)"
Penal,Abuso sexual en niños - inducción,PRESIDENTE HAYES,JUZGADO PENAL DE SENTENCIA Nº 6 - VILLA HAYES,593058,Sentencia Definitiva,1,"(-23.5, -58.0)"
Penal Liquidación,Lesión,CAPITAL Y CENTRAL,PRIMERA INSTANCIA DE LIQUIDACION Y SENTENCIA - LAMBARE,593059,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Abuso de documento de identidad,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593060,Auto Interlocutorio,3,"(-25.282, -57.6346)"
Penal,Abuso de documento de identidad,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593061,Sentencia Definitiva,2,"(-25.282, -57.6346)"
Penal,Abuso sexual en niños - inducción,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593062,Auto Interlocutorio,7,"(-25.282, -57.6346)"
Penal,Abuso sexual en niños - inducción,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593063,Sentencia Definitiva,18,"(-25.282, -57.6346)"
Penal,Abuso sexual en personas indefensas,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593064,Sentencia Definitiva,4,"(-25.282, -57.6346)"
Penal,Abuso sexual niños - estímulo sexual,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593065,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Actos exhibicionistas,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593066,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Apropiación,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593067,Auto Interlocutorio,5,"(-25.282, -57.6346)"
Penal,Apropiación,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593068,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Asociación criminal,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593069,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Asociación criminal,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593070,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Coacción Sexual,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593071,Sentencia Definitiva,2,"(-25.282, -57.6346)"
Penal,Coacción Sexual Sexual y violacion,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593072,Auto Interlocutorio,2,"(-25.282, -57.6346)"
Penal,Coacción Sexual Sexual y violacion,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593073,Sentencia Definitiva,6,"(-25.282, -57.6346)"
Penal,Conducta indebida en situaciones de crisis,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593074,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Denuncia Falsa,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593075,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Estafa,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593076,Auto Interlocutorio,15,"(-25.282, -57.6346)"
Penal,Estafa,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593077,Sentencia Definitiva,6,"(-25.282, -57.6346)"
Penal,Estupro,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593078,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Estupro,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593079,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Exposición a peligro del tránsito terrestre,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593080,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Exposición a peligro del tránsito terrestre,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593081,Sentencia Definitiva,3,"(-25.282, -57.6346)"
Penal,Extorsión agravada,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593082,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Feminicidio - Ley 5777/16,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593083,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Homicidio culposo,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593084,Auto Interlocutorio,6,"(-25.282, -57.6346)"
Penal,Homicidio culposo,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593085,Sentencia Definitiva,3,"(-25.282, -57.6346)"
Penal,Homicidio Doloso,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593086,Auto Interlocutorio,4,"(-25.282, -57.6346)"
Penal,Homicidio Doloso,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593087,Sentencia Definitiva,15,"(-25.282, -57.6346)"
Penal,Homicidio Doloso,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593088,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Hurto,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593089,Auto Interlocutorio,3,"(-25.282, -57.6346)"
Penal,Hurto Agravado,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593090,Auto Interlocutorio,5,"(-25.282, -57.6346)"
Penal,Hurto Agravado,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593091,Sentencia Definitiva,5,"(-25.282, -57.6346)"
Penal,Hurto especialmente grave,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593092,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Hurto Seguido de vilencia,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593093,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Incumplimiento del deber legal alimentario,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593094,Auto Interlocutorio,14,"(-25.282, -57.6346)"
Penal,Incumplimiento del deber legal alimentario,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593095,Sentencia Definitiva,15,"(-25.282, -57.6346)"
Penal,"Incumplimiento del deber legal alimentario, establecido en un convenio judicialmente aprobado o en una resolución judicial",CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593096,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Invasión de inmueble ajeno,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593097,Auto Interlocutorio,3,"(-25.282, -57.6346)"
Penal,Invasión de inmueble ajeno,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593098,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Lesión,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593099,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Lesión de confianza,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593100,Auto Interlocutorio,2,"(-25.282, -57.6346)"
Penal,Lesión de confianza,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593101,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Lesión del derecho a la comunicación y a la imagen,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593102,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Lesión Grave,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593103,Auto Interlocutorio,2,"(-25.282, -57.6346)"
Penal,Lesión Grave,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593104,Sentencia Definitiva,2,"(-25.282, -57.6346)"
Penal,Ley 1881/2002 que modifica Ley 1340,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593105,Sentencia Definitiva,8,"(-25.282, -57.6346)"
Penal,Maltrato a niños y adolescentes (Ley N° 3440/08),CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593106,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Obstrucción al resarcimiento por daños en accidentes de transito,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593107,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Omisión de auxilio,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593108,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Perturbación de la paz pública,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593109,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Privación de libertad,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593110,Sentencia Definitiva,2,"(-25.282, -57.6346)"
Penal,Producción de documentos no auténticos,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593111,Auto Interlocutorio,3,"(-25.282, -57.6346)"
Penal,Producción de documentos no auténticos,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593112,Sentencia Definitiva,3,"(-25.282, -57.6346)"
Penal,Proxenetismo,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593113,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Reducción,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593114,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Reducción,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593115,Sentencia Definitiva,2,"(-25.282, -57.6346)"
Penal,Resistencia,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593116,Auto Interlocutorio,2,"(-25.282, -57.6346)"
Penal,Resistencia,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593117,Sentencia Definitiva,3,"(-25.282, -57.6346)"
Penal,Robo,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593118,Auto Interlocutorio,2,"(-25.282, -57.6346)"
Penal,Robo,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593119,Sentencia Definitiva,4,"(-25.282, -57.6346)"
Penal,Robo agravado,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593120,Auto Interlocutorio,16,"(-25.282, -57.6346)"
Penal,Robo agravado,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593121,Sentencia Definitiva,54,"(-25.282, -57.6346)"
Penal,Secuestro,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593122,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Tráfico de Drogas (Ley 1340),CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593123,Auto Interlocutorio,7,"(-25.282, -57.6346)"
Penal,Tráfico de Drogas (Ley 1340),CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593124,Sentencia Definitiva,17,"(-25.282, -57.6346)"
Penal,"Tráfico de drogas. Tenencia, consumo y medidas de seguridad curativa",CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593125,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Tráfico de drogas. tráfico y delitos conexos,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593126,Sentencia Definitiva,2,"(-25.282, -57.6346)"
Penal,Uso de documentos públicos de contenido falso,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593127,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Usurpación de funciones públicas,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593128,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Violacion a Ley 4036/10 Portación y Tenencia de Armas,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593129,Auto Interlocutorio,2,"(-25.282, -57.6346)"
Penal,Violación del deber de cuidado o educación,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593130,Auto Interlocutorio,2,"(-25.282, -57.6346)"
Penal,Violación del deber de cuidado o educación,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593131,Sentencia Definitiva,2,"(-25.282, -57.6346)"
Penal,Violencia Familiar,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593132,Auto Interlocutorio,7,"(-25.282, -57.6346)"
Penal,Violencia Familiar,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593133,Providencia,1,"(-25.282, -57.6346)"
Penal,Violencia Familiar,CAPITAL Y CENTRAL,TRIBUNAL COLEGIADO DE SENTENCIA,593134,Sentencia Definitiva,27,"(-25.282, -57.6346)"
Penal,Incumplimiento del deber legal alimentario,CAPITAL Y CENTRAL,TRIBUNAL DE APELACION  EN LO PENAL - CENTRAL ,593135,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Violencia Familiar,CAPITAL Y CENTRAL,TRIBUNAL DE APELACION  EN LO PENAL - CENTRAL ,593136,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Delito contra el medio ambiente,ÑEEMBUCÚ,TRIBUNAL DE LIQUIDACION Y SENTENCIA - PILAR,593137,Sentencia Definitiva,1,"(-27.0608, -58.2478)"
Penal,Homicidio Doloso,ÑEEMBUCÚ,TRIBUNAL DE LIQUIDACION Y SENTENCIA - PILAR,593138,Sentencia Definitiva,1,"(-27.0608, -58.2478)"
Penal,Incumplimiento del deber legal alimentario,ÑEEMBUCÚ,TRIBUNAL DE LIQUIDACION Y SENTENCIA - PILAR,593139,Sentencia Definitiva,1,"(-27.0608, -58.2478)"
Penal,Tráfico de Drogas (Ley 1340),ÑEEMBUCÚ,TRIBUNAL DE LIQUIDACION Y SENTENCIA - PILAR,593140,Sentencia Definitiva,1,"(-27.0608, -58.2478)"
Penal,Violencia Familiar,ÑEEMBUCÚ,TRIBUNAL DE LIQUIDACION Y SENTENCIA - PILAR,593141,Auto Interlocutorio,1,"(-27.0608, -58.2478)"
Penal,Abuso sexual en niños - inducción,BOQUERON,TRIBUNAL DE SENTENCIA - FILADELFIA,593142,Sentencia Definitiva,1,"(-21.4436, -60.7695)"
Penal,Estafa,BOQUERON,TRIBUNAL DE SENTENCIA - FILADELFIA,593143,Sentencia Definitiva,1,"(-21.4436, -60.7695)"
Penal,Homicidio Doloso,BOQUERON,TRIBUNAL DE SENTENCIA - FILADELFIA,593144,Sentencia Definitiva,1,"(-21.4436, -60.7695)"
Penal,Lesión Grave,BOQUERON,TRIBUNAL DE SENTENCIA - FILADELFIA,593145,Sentencia Definitiva,1,"(-21.4436, -60.7695)"
Penal,Violación del deber de cuidado o educación,BOQUERON,TRIBUNAL DE SENTENCIA - FILADELFIA,593146,Sentencia Definitiva,1,"(-21.4436, -60.7695)"
Penal,Robo agravado,CAPITAL Y CENTRAL,TRIBUNAL DE SENTENCIA N° 1 - CENTRAL,593147,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Amenaza,CAPITAL Y CENTRAL,TRIBUNAL UNIPERSONAL DE SENTENCIA,593149,Auto Interlocutorio,3,"(-25.282, -57.6346)"
Penal,Calumnia,CAPITAL Y CENTRAL,TRIBUNAL UNIPERSONAL DE SENTENCIA,593150,Auto Interlocutorio,3,"(-25.282, -57.6346)"
Penal,Calumnia,CAPITAL Y CENTRAL,TRIBUNAL UNIPERSONAL DE SENTENCIA,593151,Sentencia Definitiva,2,"(-25.282, -57.6346)"
Penal,Daño,CAPITAL Y CENTRAL,TRIBUNAL UNIPERSONAL DE SENTENCIA,593153,Auto Interlocutorio,4,"(-25.282, -57.6346)"
Penal,Daño,CAPITAL Y CENTRAL,TRIBUNAL UNIPERSONAL DE SENTENCIA,593154,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Difamación,CAPITAL Y CENTRAL,TRIBUNAL UNIPERSONAL DE SENTENCIA,593155,Auto Interlocutorio,4,"(-25.282, -57.6346)"
Penal,Difamación,CAPITAL Y CENTRAL,TRIBUNAL UNIPERSONAL DE SENTENCIA,593156,Sentencia Definitiva,3,"(-25.282, -57.6346)"
Penal Liquidación,Homicidio,CAPITAL Y CENTRAL,TRIBUNAL UNIPERSONAL DE SENTENCIA,593157,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Injuria,CAPITAL Y CENTRAL,TRIBUNAL UNIPERSONAL DE SENTENCIA,593158,Auto Interlocutorio,4,"(-25.282, -57.6346)"
Penal,Injuria,CAPITAL Y CENTRAL,TRIBUNAL UNIPERSONAL DE SENTENCIA,593159,Sentencia Definitiva,2,"(-25.282, -57.6346)"
Penal,Lesión,CAPITAL Y CENTRAL,TRIBUNAL UNIPERSONAL DE SENTENCIA,593160,Auto Interlocutorio,7,"(-25.282, -57.6346)"
Penal,Lesión,CAPITAL Y CENTRAL,TRIBUNAL UNIPERSONAL DE SENTENCIA,593161,Sentencia Definitiva,2,"(-25.282, -57.6346)"
Penal,Lesión culposa,CAPITAL Y CENTRAL,TRIBUNAL UNIPERSONAL DE SENTENCIA,593162,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Lesión culposa,CAPITAL Y CENTRAL,TRIBUNAL UNIPERSONAL DE SENTENCIA,593163,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Maltrato Físico (Ley Nº 3440/08),CAPITAL Y CENTRAL,TRIBUNAL UNIPERSONAL DE SENTENCIA,593164,Auto Interlocutorio,2,"(-25.282, -57.6346)"
Penal,Maltrato Físico (Ley Nº 3440/08),CAPITAL Y CENTRAL,TRIBUNAL UNIPERSONAL DE SENTENCIA,593165,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Maltrato Físico (Ley N° 3440/08),CAPITAL Y CENTRAL,TRIBUNAL UNIPERSONAL DE SENTENCIA,593166,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Violación de domicilio,CAPITAL Y CENTRAL,TRIBUNAL UNIPERSONAL DE SENTENCIA,593167,Auto Interlocutorio,5,"(-25.282, -57.6346)"
Penal,Abigeato,GUAIRA,JUZGADO PENAL DE GARANTIAS 1° TURNO - CORONEL MARTINEZ,593439,Providencia,2,"(-25.75, -56.4333)"
Penal,Homicidio,GUAIRA,JUZGADO PENAL DE GARANTIAS 1° TURNO - CORONEL MARTINEZ,593440,Providencia,1,"(-25.75, -56.4333)"
Penal,Incumplimiento del deber legal alimentario,GUAIRA,JUZGADO PENAL DE GARANTIAS 1° TURNO - CORONEL MARTINEZ,593441,Auto Interlocutorio,1,"(-25.75, -56.4333)"
Penal,Resistencia,GUAIRA,JUZGADO PENAL DE GARANTIAS 1° TURNO - CORONEL MARTINEZ,593442,Auto Interlocutorio,1,"(-25.75, -56.4333)"
Penal,Violencia Familiar,GUAIRA,JUZGADO PENAL DE GARANTIAS 1° TURNO - CORONEL MARTINEZ,593443,Auto Interlocutorio,1,"(-25.75, -56.4333)"
Penal,Desacato a la Orden Judicial ley 4711/12,GUAIRA,JUZGADO PENAL DE GARANTIAS DEL 1° TURNO Sria. 1 (VILLARRICA),593444,Auto Interlocutorio,1,"(-25.75, -56.4333)"
Penal,Abuso sexual en niños - inducción,GUAIRA,JUZGADO PENAL DE GARANTIAS DEL 1° TURNO Sria. 1 (VILLARRICA),593445,Auto Interlocutorio,1,"(-25.75, -56.4333)"
Penal,Amenaza,GUAIRA,JUZGADO PENAL DE GARANTIAS DEL 1° TURNO Sria. 1 (VILLARRICA),593446,Auto Interlocutorio,14,"(-25.75, -56.4333)"
Penal,Apropiación,GUAIRA,JUZGADO PENAL DE GARANTIAS DEL 1° TURNO Sria. 1 (VILLARRICA),593447,Providencia,1,"(-25.75, -56.4333)"
Penal,Calumnia,GUAIRA,JUZGADO PENAL DE GARANTIAS DEL 1° TURNO Sria. 1 (VILLARRICA),593448,Auto Interlocutorio,1,"(-25.75, -56.4333)"
Penal,Coacción Sexual,GUAIRA,JUZGADO PENAL DE GARANTIAS DEL 1° TURNO Sria. 1 (VILLARRICA),593449,Auto Interlocutorio,1,"(-25.75, -56.4333)"
